InventoryAction,Site,SellerSKU,Quantity,Price
Modify,Shopify,2224897,12,16.14
Modify,Shopify,2230910,19,47.15
Modify,Shopify,2231116,36,45.47
Modify,Shopify,2233831,213,27.89
Modify,Shopify,2233898,521,61.24
Modify,Shopify,2234631,1812,4.66
Modify,Shopify,2236081,73,2.98
Modify,Shopify,2236156,707,3.19
Modify,Shopify,2236164,1575,5.06
Modify,Shopify,2236180,107,10.30
Modify,Shopify,2236313,561,6.91
Modify,Shopify,2236321,120,8.41
Modify,Shopify,2236487,182,7.34
Modify,Shopify,2236578,454,7.57
Modify,Shopify,2236636,2388,3.80
Modify,Shopify,2236669,960,3.80
Modify,Shopify,2240885,1040,41.78
Modify,Shopify,2247328,369,24.50
Modify,Shopify,2250041,33,9.40
Modify,Shopify,2250066,40,9.40
Modify,Shopify,2250595,8,13.36
Modify,Shopify,HG1000678,205,11.08
Modify,Shopify,HG1019447,12,8.66
Modify,Shopify,HG1025378,697,21.64
Modify,Shopify,HG1028695,46,49.55
Modify,Shopify,HG1029495,37,10.33
Modify,Shopify,HG1029909,63,4.38
Modify,Shopify,HG1029917,76,7.71
Modify,Shopify,HG1030386,17,16.39
Modify,Shopify,HG1044395,189,19.07
Modify,Shopify,HG1044429,861,25.13
Modify,Shopify,HG1055904,501,8.47
Modify,Shopify,HG1060300,30,21.66
Modify,Shopify,HG1064591,12,7.75
Modify,Shopify,HG1064856,1658,7.19
Modify,Shopify,HG1070945,9,10.25
Modify,Shopify,HG1071190,202,8.55
Modify,Shopify,HG1071463,482,5.86
Modify,Shopify,HG1073410,139,11.75
Modify,Shopify,HG1074095,54,7.28
Modify,Shopify,HG1074509,617,7.47
Modify,Shopify,HG1074616,1,23.96
Modify,Shopify,HG1076546,56,3.85
Modify,Shopify,HG1084540,223,5.33
Modify,Shopify,HG1088731,396,16.13
Modify,Shopify,HG1090687,665,7.89
Modify,Shopify,HG1091768,210,5.20
Modify,Shopify,HG1092840,668,7.89
Modify,Shopify,HG1107465,5,21.59
Modify,Shopify,HG1108372,162,3.99
Modify,Shopify,HG1112176,1371,5.72
Modify,Shopify,HG1112366,12,10.12
Modify,Shopify,HG1116854,239,25.40
Modify,Shopify,HG1117381,1085,4.81
Modify,Shopify,HG1119874,120,11.23
Modify,Shopify,HG1119908,1872,5.88
Modify,Shopify,HG1120195,177,6.64
Modify,Shopify,HG1120773,99,11.08
Modify,Shopify,HG1124478,815,10.33
Modify,Shopify,HG1124494,124,7.87
Modify,Shopify,HG1125285,13,12.56
Modify,Shopify,HG1132620,57,12.60
Modify,Shopify,HG1136001,240,5.88
Modify,Shopify,HG1136100,231,8.56
Modify,Shopify,HG1136225,307,12.55
Modify,Shopify,HG1137801,16,9.24
Modify,Shopify,HG1138148,196,13.07
Modify,Shopify,HG1138296,376,11.06
Modify,Shopify,HG1140532,512,9.17
Modify,Shopify,HG1140789,295,28.72
Modify,Shopify,HG1140896,26,5.94
Modify,Shopify,HG1140912,119,5.94
Modify,Shopify,HG1142298,26,4.76
Modify,Shopify,HG1142769,0,5.84
Modify,Shopify,HG1143668,10,15.76
Modify,Shopify,HG1146174,8,20.06
Modify,Shopify,HG1148659,352,16.46
Modify,Shopify,HG1148824,234,23.68
Modify,Shopify,HG1149343,3429,19.88
Modify,Shopify,HG1151083,137,20.79
Modify,Shopify,HG1155134,23,7.79
Modify,Shopify,HG1157262,120,4.88
Modify,Shopify,HG1157270,18,4.92
Modify,Shopify,HG1157304,1493,7.39
Modify,Shopify,HG1159094,467,13.16
Modify,Shopify,HG1159805,156,22.54
Modify,Shopify,HG1161942,1417,18.92
Modify,Shopify,HG1162262,593,9.21
Modify,Shopify,HG1162643,271,9.21
Modify,Shopify,HG1162767,52,17.79
Modify,Shopify,HG1163187,447,16.03
Modify,Shopify,HG1163997,43,8.69
Modify,Shopify,HG1164565,600,5.23
Modify,Shopify,HG1164573,252,5.23
Modify,Shopify,HG1167311,26,8.62
Modify,Shopify,HG1167345,78,12.42
Modify,Shopify,HG1175413,101,8.72
Modify,Shopify,HG1177955,12,29.24
Modify,Shopify,HG1179746,685,5.24
Modify,Shopify,HG1180058,84,8.54
Modify,Shopify,HG1190925,29,20.61
Modify,Shopify,HG1193945,0,6.88
Modify,Shopify,HG1195130,284,11.89
Modify,Shopify,HG1195825,456,3.18
Modify,Shopify,0124255,32,17.24
Modify,Shopify,0124347,9,7.77
Modify,Shopify,0124396,29,7.78
Modify,Shopify,0125708,93,28.34
Modify,Shopify,0125906,15,37.37
Modify,Shopify,0126615,190,9.89
Modify,Shopify,0127092,47,56.21
Modify,Shopify,0127803,171,9.57
Modify,Shopify,0127936,37,24.68
Modify,Shopify,0128744,91,61.14
Modify,Shopify,0128942,34,48.00
Modify,Shopify,0129312,328,4.87
Modify,Shopify,0129569,36,6.87
Modify,Shopify,0129668,3,6.87
Modify,Shopify,0129775,107,6.07
Modify,Shopify,0129981,75,6.87
Modify,Shopify,0130609,45,27.33
Modify,Shopify,0130781,43,13.22
Modify,Shopify,0131169,69,8.84
Modify,Shopify,0131219,80,16.78
Modify,Shopify,0131268,174,8.84
Modify,Shopify,0131417,63,99.07
Modify,Shopify,0131565,43,8.84
Modify,Shopify,0134213,1970,18.84
Modify,Shopify,0134296,13,17.68
Modify,Shopify,0134346,75,18.45
Modify,Shopify,0134544,87,19.12
Modify,Shopify,0134668,101,17.11
Modify,Shopify,0135236,20,17.77
Modify,Shopify,0135954,61,25.80
Modify,Shopify,0136085,246,22.00
Modify,Shopify,0137240,114,24.01
Modify,Shopify,0137760,420,20.67
Modify,Shopify,0138461,1,121.56
Modify,Shopify,0138586,131,19.00
Modify,Shopify,0138909,842,-4.89
Modify,Shopify,0138917,73,34.56
Modify,Shopify,0138941,45,30.98
Modify,Shopify,0140038,602,24.62
Modify,Shopify,0140194,26,
Modify,Shopify,0140798,487,24.46
Modify,Shopify,0140814,657,24.46
Modify,Shopify,0140897,449,24.46
Modify,Shopify,0140962,589,30.53
Modify,Shopify,0142539,157,14.16
Modify,Shopify,0143123,35,18.42
Modify,Shopify,0144303,37,14.84
Modify,Shopify,0144535,2,-7.14
Modify,Shopify,0145730,20,38.15
Modify,Shopify,0145847,229,12.03
Modify,Shopify,0146316,84,7.22
Modify,Shopify,0146357,120,85.31
Modify,Shopify,0146860,20,5.86
Modify,Shopify,0147199,44,11.01
Modify,Shopify,0148148,342,71.64
Modify,Shopify,0148338,63,15.22
Modify,Shopify,0148353,52,36.88
Modify,Shopify,0148619,259,31.94
Modify,Shopify,0148809,59,6.75
Modify,Shopify,0149617,240,24.98
Modify,Shopify,0149625,4,24.44
Modify,Shopify,0151498,104,25.32
Modify,Shopify,0152066,58,25.32
Modify,Shopify,0152777,94,16.64
Modify,Shopify,0153049,399,2.96
Modify,Shopify,0155416,31,2.87
Modify,Shopify,0155671,15,191.71
Modify,Shopify,0155945,0,50.90
Modify,Shopify,0156786,228,30.13
Modify,Shopify,0158121,46,37.41
Modify,Shopify,0158212,83,23.90
Modify,Shopify,0158238,156,7.26
Modify,Shopify,0159608,18,23.26
Modify,Shopify,0164533,29,81.98
Modify,Shopify,0164699,43,110.77
Modify,Shopify,0164939,103,86.45
Modify,Shopify,0165324,47,29.61
Modify,Shopify,0165506,62,22.00
Modify,Shopify,0165738,51,22.01
Modify,Shopify,0166249,29,66.82
Modify,Shopify,0166892,322,16.42
Modify,Shopify,0168310,358,14.74
Modify,Shopify,0170670,80,73.99
Modify,Shopify,0170688,45,74.22
Modify,Shopify,0171389,55,32.47
Modify,Shopify,0171413,190,6.57
Modify,Shopify,0171645,39,72.05
Modify,Shopify,0172353,36,32.32
Modify,Shopify,0172783,8,18.70
Modify,Shopify,0217166,561,23.60
Modify,Shopify,0217422,19,44.88
Modify,Shopify,0217455,351,49.18
Modify,Shopify,0217570,21,18.36
Modify,Shopify,0218198,27,22.51
Modify,Shopify,0218248,0,21.44
Modify,Shopify,0218370,49,26.50
Modify,Shopify,0219782,46,46.49
Modify,Shopify,0219980,160,7.22
Modify,Shopify,0220814,173,13.54
Modify,Shopify,0221556,79,5.37
Modify,Shopify,0221929,1535,7.86
Modify,Shopify,0222018,331,4.63
Modify,Shopify,0222364,57,22.96
Modify,Shopify,0222521,39,22.96
Modify,Shopify,0222745,49,22.96
Modify,Shopify,0223214,331,30.98
Modify,Shopify,0223438,49,62.83
Modify,Shopify,0223768,46,52.12
Modify,Shopify,0224246,62,43.88
Modify,Shopify,0224824,2520,9.80
Modify,Shopify,0226027,92,23.96
Modify,Shopify,0226142,48,23.20
Modify,Shopify,0226399,343,18.64
Modify,Shopify,0226654,1476,9.98
Modify,Shopify,0226779,766,9.98
Modify,Shopify,0226910,296,9.98
Modify,Shopify,0229559,0,29.64
Modify,Shopify,0229658,15,9.39
Modify,Shopify,0229666,37,26.81
Modify,Shopify,0229849,145,6.67
Modify,Shopify,0229864,468,39.04
Modify,Shopify,0230185,42,18.70
Modify,Shopify,0230425,75,7.75
Modify,Shopify,0231241,243,15.25
Modify,Shopify,0232629,3,143.34
Modify,Shopify,0232793,45,7.86
Modify,Shopify,0233395,245,14.43
Modify,Shopify,0233452,154,14.43
Modify,Shopify,0233619,155,14.43
Modify,Shopify,0233791,137,12.91
Modify,Shopify,0233858,220,14.43
Modify,Shopify,0233932,233,14.43
Modify,Shopify,0234997,44,74.34
Modify,Shopify,0236034,67,42.63
Modify,Shopify,0236075,275,25.97
Modify,Shopify,0236208,284,28.29
Modify,Shopify,0238980,25,41.96
Modify,Shopify,0239384,49,50.69
Modify,Shopify,0239392,203,63.23
Modify,Shopify,0240317,1449,11.75
Modify,Shopify,0240655,24,14.24
Modify,Shopify,0240853,0,27.07
Modify,Shopify,0241141,6,20.67
Modify,Shopify,0241257,106,48.88
Modify,Shopify,0241638,5264,4.91
Modify,Shopify,0241653,83,32.96
Modify,Shopify,0242073,146,32.82
Modify,Shopify,0243923,149,3.90
Modify,Shopify,0244012,187,3.90
Modify,Shopify,0244236,50,7.72
Modify,Shopify,0245415,212,21.70
Modify,Shopify,0245498,23,22.06
Modify,Shopify,0246272,1611,37.25
Modify,Shopify,0246579,155,59.61
Modify,Shopify,0247460,246,4.87
Modify,Shopify,0248542,240,20.88
Modify,Shopify,0251272,71,35.90
Modify,Shopify,0251710,44,
Modify,Shopify,0252874,7,21.65
Modify,Shopify,0253773,172,24.26
Modify,Shopify,0253815,85,24.26
Modify,Shopify,0254581,107,63.55
Modify,Shopify,0254953,21,20.49
Modify,Shopify,0255281,299,93.76
Modify,Shopify,0257063,167,2.18
Modify,Shopify,0257527,131,7.22
Modify,Shopify,0257618,404,8.19
Modify,Shopify,0259036,27,26.14
Modify,Shopify,0259911,96,23.84
Modify,Shopify,0100529,98,5.87
Modify,Shopify,0101089,6,17.91
Modify,Shopify,0101121,67,16.41
Modify,Shopify,0101691,135,77.57
Modify,Shopify,0103580,85,7.78
Modify,Shopify,0103663,80,13.89
Modify,Shopify,0104158,570,3.19
Modify,Shopify,0104265,103,8.38
Modify,Shopify,0104380,28,7.78
Modify,Shopify,0104687,73,7.78
Modify,Shopify,0104760,131,7.22
Modify,Shopify,0105296,346,27.99
Modify,Shopify,0105445,192,13.58
Modify,Shopify,0105759,46,13.58
Modify,Shopify,0105981,52,7.26
Modify,Shopify,0106112,106,12.19
Modify,Shopify,0106310,877,25.99
Modify,Shopify,0107060,55,7.78
Modify,Shopify,0107128,350,9.21
Modify,Shopify,0107185,19,12.80
Modify,Shopify,0107334,62,7.89
Modify,Shopify,0107466,58,7.22
Modify,Shopify,0107672,342,12.95
Modify,Shopify,0108035,42,19.32
Modify,Shopify,0108191,1711,13.08
Modify,Shopify,0108274,610,13.08
Modify,Shopify,0108316,421,13.08
Modify,Shopify,0108480,30,11.09
Modify,Shopify,0108563,731,9.50
Modify,Shopify,0108803,26,55.54
Modify,Shopify,0108936,124,28.31
Modify,Shopify,0109017,54,4.88
Modify,Shopify,0109389,564,6.20
Modify,Shopify,0109629,164,160.91
Modify,Shopify,0114223,685,6.55
Modify,Shopify,0114835,8,22.38
Modify,Shopify,0115519,114,13.91
Modify,Shopify,0115618,1013,7.65
Modify,Shopify,0115642,5742,4.07
Modify,Shopify,0115865,249,5.49
Modify,Shopify,0115873,100,9.67
Modify,Shopify,0118042,273,63.55
Modify,Shopify,0118380,62,7.21
Modify,Shopify,0118679,111,29.72
Modify,Shopify,0119974,194,21.86
Modify,Shopify,0120022,56,52.53
Modify,Shopify,0120147,321,11.89
Modify,Shopify,0121871,21,50.74
Modify,Shopify,0121988,110,16.66
Modify,Shopify,0122374,0,15.94
Modify,Shopify,0122580,5,52.71
Modify,Shopify,0122697,260,18.63
Modify,Shopify,0122812,39,18.63
Modify,Shopify,0123075,11,7.50
Modify,Shopify,0123919,115,11.93
Modify,Shopify,0123968,43,6.10
Modify,Shopify,0124115,36,6.10
Modify,Shopify,0124172,109,5.54
Modify,Shopify,0124222,145,6.10
Modify,Shopify,0305235,33,50.44
Modify,Shopify,0305821,90,35.95
Modify,Shopify,0306845,152,29.33
Modify,Shopify,0307165,85,58.80
Modify,Shopify,0307181,122,58.80
Modify,Shopify,0307579,161,28.86
Modify,Shopify,0308338,49,32.94
Modify,Shopify,0309997,74,6.28
Modify,Shopify,0310102,1846,11.07
Modify,Shopify,0310300,54,30.02
Modify,Shopify,0310367,317,27.18
Modify,Shopify,0310482,153,21.66
Modify,Shopify,0311225,230,8.44
Modify,Shopify,0311266,205,12.12
Modify,Shopify,0311464,79,4.60
Modify,Shopify,0311829,6,12.95
Modify,Shopify,0311985,81,7.88
Modify,Shopify,0312025,54,24.97
Modify,Shopify,0312298,32,20.39
Modify,Shopify,0312488,208,4.98
Modify,Shopify,0312561,65,49.25
Modify,Shopify,0312694,131,61.04
Modify,Shopify,0314583,1924,6.31
Modify,Shopify,0315333,54,94.59
Modify,Shopify,0316141,178,24.95
Modify,Shopify,0316364,489,24.95
Modify,Shopify,0318154,115,15.06
Modify,Shopify,0318774,178,5.18
Modify,Shopify,0319053,937,69.01
Modify,Shopify,0319178,35,51.59
Modify,Shopify,0319301,30,10.05
Modify,Shopify,0319699,432,37.25
Modify,Shopify,0320028,311,34.19
Modify,Shopify,0320721,132,57.47
Modify,Shopify,0323121,49,26.39
Modify,Shopify,0324962,302,6.54
Modify,Shopify,0325365,174,7.78
Modify,Shopify,0325449,166,13.32
Modify,Shopify,0325456,700,9.22
Modify,Shopify,0326207,508,11.94
Modify,Shopify,0326686,192,7.16
Modify,Shopify,0326991,209,9.72
Modify,Shopify,0327239,86,17.83
Modify,Shopify,0327353,55,23.84
Modify,Shopify,0327676,1124,38.71
Modify,Shopify,0328062,3,43.37
Modify,Shopify,0330621,49,29.99
Modify,Shopify,0333468,148,20.62
Modify,Shopify,0335562,670,6.68
Modify,Shopify,0335745,1204,4.22
Modify,Shopify,0335976,243,11.60
Modify,Shopify,0336123,69,3.77
Modify,Shopify,0336545,7078,4.74
Modify,Shopify,0337337,2257,12.16
Modify,Shopify,0337501,94,18.52
Modify,Shopify,0337592,440,26.57
Modify,Shopify,0337972,277,35.37
Modify,Shopify,0338939,0,48.27
Modify,Shopify,0339598,644,37.14
Modify,Shopify,0339713,224,29.68
Modify,Shopify,0339903,82,11.08
Modify,Shopify,0340935,112,3.28
Modify,Shopify,0341479,56,6.54
Modify,Shopify,0341891,226,44.42
Modify,Shopify,0342741,93,11.43
Modify,Shopify,0342824,7,52.00
Modify,Shopify,0343921,45,5.92
Modify,Shopify,0344242,324,20.73
Modify,Shopify,0344358,130,100.87
Modify,Shopify,0344564,14,38.96
Modify,Shopify,0344572,191,-0.97
Modify,Shopify,0344903,3,123.47
Modify,Shopify,0345025,198,29.19
Modify,Shopify,0346585,62,4.79
Modify,Shopify,0172809,45,45.31
Modify,Shopify,0173161,37,88.84
Modify,Shopify,0173302,15,34.33
Modify,Shopify,0173492,173,37.02
Modify,Shopify,0173518,13,37.02
Modify,Shopify,0173716,53,6.47
Modify,Shopify,0174565,6,6.34
Modify,Shopify,0174755,14,12.48
Modify,Shopify,0175208,217,33.25
Modify,Shopify,0175679,7,122.24
Modify,Shopify,0176263,3,15.78
Modify,Shopify,0177279,72,8.69
Modify,Shopify,0177337,22,9.91
Modify,Shopify,0177600,91,54.89
Modify,Shopify,0178517,20,13.10
Modify,Shopify,0179119,27,25.00
Modify,Shopify,0179192,210,23.65
Modify,Shopify,0180331,433,37.56
Modify,Shopify,0180786,255,16.95
Modify,Shopify,0181040,54,23.82
Modify,Shopify,0182063,104,30.98
Modify,Shopify,0185769,197,20.52
Modify,Shopify,0185777,72,20.52
Modify,Shopify,0185793,46,20.52
Modify,Shopify,0186130,11,24.75
Modify,Shopify,0187211,368,33.03
Modify,Shopify,0187336,30,32.77
Modify,Shopify,0187419,3,40.25
Modify,Shopify,0187724,15,7.21
Modify,Shopify,0187989,6,39.04
Modify,Shopify,0188417,185,82.59
Modify,Shopify,0188904,64,15.29
Modify,Shopify,0189217,85,9.75
Modify,Shopify,0189753,73,37.88
Modify,Shopify,0189985,741,19.60
Modify,Shopify,0190140,186,56.87
Modify,Shopify,0190165,186,56.87
Modify,Shopify,0190371,126,16.88
Modify,Shopify,0190439,460,16.88
Modify,Shopify,0190892,148,63.55
Modify,Shopify,0193284,1429,33.82
Modify,Shopify,0197178,208,7.20
Modify,Shopify,0197285,24,23.10
Modify,Shopify,0199018,170,48.54
Modify,Shopify,0199703,3,87.34
Modify,Shopify,0201863,401,6.86
Modify,Shopify,0203257,1582,3.38
Modify,Shopify,0203893,3,63.94
Modify,Shopify,0204461,2985,4.90
Modify,Shopify,0204594,3873,5.19
Modify,Shopify,0204693,3291,5.42
Modify,Shopify,0205229,1429,10.05
Modify,Shopify,0208264,153,5.05
Modify,Shopify,0209957,91,12.98
Modify,Shopify,0211250,95,65.38
Modify,Shopify,0212308,43,4.99
Modify,Shopify,0212357,30,67.95
Modify,Shopify,0213538,77,28.90
Modify,Shopify,0213827,109,16.78
Modify,Shopify,0213868,51,17.42
Modify,Shopify,0214437,189,28.11
Modify,Shopify,0215053,0,15.50
Modify,Shopify,0215905,146,9.52
Modify,Shopify,0216416,1481,41.82
Modify,Shopify,0401620,497,41.78
Modify,Shopify,0403154,56,27.00
Modify,Shopify,0403584,63,34.94
Modify,Shopify,0403964,65,11.02
Modify,Shopify,0404145,799,9.80
Modify,Shopify,0404764,44,29.33
Modify,Shopify,0404897,228,8.00
Modify,Shopify,0405167,58,4.27
Modify,Shopify,0405613,118,57.61
Modify,Shopify,0405811,4841,3.40
Modify,Shopify,0408773,3616,12.42
Modify,Shopify,0408823,525,28.78
Modify,Shopify,0408898,0,10.04
Modify,Shopify,0409110,116,4.57
Modify,Shopify,0409839,55,96.92
Modify,Shopify,0410191,113,7.22
Modify,Shopify,0410811,45,12.20
Modify,Shopify,0411579,519,19.77
Modify,Shopify,0412197,323,17.70
Modify,Shopify,0412296,90,23.06
Modify,Shopify,0412445,301,33.42
Modify,Shopify,0413039,262,14.99
Modify,Shopify,0413112,4,14.20
Modify,Shopify,0414086,3,27.43
Modify,Shopify,0414417,146,33.98
Modify,Shopify,0414508,46,16.18
Modify,Shopify,0414524,72,33.41
Modify,Shopify,0414649,14,12.41
Modify,Shopify,0416230,115,13.71
Modify,Shopify,0417410,0,5.76
Modify,Shopify,0417535,0,6.76
Modify,Shopify,0417675,80,5.76
Modify,Shopify,0417683,329,69.18
Modify,Shopify,0417774,21,5.76
Modify,Shopify,0418178,75,11.28
Modify,Shopify,0420018,64,8.92
Modify,Shopify,0421727,33,46.62
Modify,Shopify,0422022,32,12.14
Modify,Shopify,0422261,140,31.18
Modify,Shopify,0423772,119,30.58
Modify,Shopify,0424945,32,8.18
Modify,Shopify,0425074,97,8.71
Modify,Shopify,0426254,175,22.97
Modify,Shopify,0427286,65,19.73
Modify,Shopify,0427823,97,18.88
Modify,Shopify,0428342,292,5.34
Modify,Shopify,0428409,405,6.54
Modify,Shopify,0428474,73,15.71
Modify,Shopify,0429530,284,17.68
Modify,Shopify,0429613,836,27.16
Modify,Shopify,0429738,465,27.16
Modify,Shopify,0433219,0,4.78
Modify,Shopify,0434555,26,13.44
Modify,Shopify,0436063,39,42.04
Modify,Shopify,0436709,28,88.32
Modify,Shopify,0438440,419,3.18
Modify,Shopify,0439216,153,23.04
Modify,Shopify,0439273,65,23.79
Modify,Shopify,0439356,525,21.72
Modify,Shopify,0439422,486,3.48
Modify,Shopify,0440602,26,23.68
Modify,Shopify,0440834,21,7.29
Modify,Shopify,0441006,253,7.29
Modify,Shopify,0442277,13,19.85
Modify,Shopify,0442558,220,13.45
Modify,Shopify,0443119,143,7.22
Modify,Shopify,0443978,19,37.10
Modify,Shopify,0445122,2439,9.36
Modify,Shopify,0445197,153,7.22
Modify,Shopify,0445213,87,7.22
Modify,Shopify,0445239,78,7.22
Modify,Shopify,0261768,62,49.27
Modify,Shopify,0263137,28,43.88
Modify,Shopify,0264366,24,28.74
Modify,Shopify,0264945,377,57.50
Modify,Shopify,0265082,372,28.21
Modify,Shopify,0265405,72,20.97
Modify,Shopify,0265694,513,12.92
Modify,Shopify,0266114,44,17.24
Modify,Shopify,0266155,41,14.74
Modify,Shopify,0266403,140,25.30
Modify,Shopify,0267310,37,29.99
Modify,Shopify,0267484,293,6.47
Modify,Shopify,0267500,158,6.47
Modify,Shopify,0267591,121,7.60
Modify,Shopify,0270132,23,30.03
Modify,Shopify,0270561,602,5.52
Modify,Shopify,0270983,588,5.93
Modify,Shopify,0271130,79,56.69
Modify,Shopify,0271528,29,43.26
Modify,Shopify,0271684,810,38.96
Modify,Shopify,0274977,53,25.65
Modify,Shopify,0275073,43,25.65
Modify,Shopify,0276261,55,43.57
Modify,Shopify,0276386,3,32.03
Modify,Shopify,0276451,169,118.87
Modify,Shopify,0277137,58,51.71
Modify,Shopify,0277210,107,46.11
Modify,Shopify,0277590,24,5.99
Modify,Shopify,0278317,9,7.16
Modify,Shopify,0278358,5,7.16
Modify,Shopify,0278879,13,16.70
Modify,Shopify,0279000,234,4.03
Modify,Shopify,0279570,65,11.04
Modify,Shopify,0280255,0,9.35
Modify,Shopify,0280917,93,46.21
Modify,Shopify,0282418,20,15.01
Modify,Shopify,0283291,30,27.70
Modify,Shopify,0284018,481,14.44
Modify,Shopify,0284125,662,31.18
Modify,Shopify,0284786,89,17.39
Modify,Shopify,0284794,61,17.39
Modify,Shopify,0284976,8,26.10
Modify,Shopify,0284992,243,8.08
Modify,Shopify,0285544,94,3.19
Modify,Shopify,0286245,40,29.50
Modify,Shopify,0287938,71,100.87
Modify,Shopify,0288241,294,6.55
Modify,Shopify,0290650,60,13.07
Modify,Shopify,0291393,25,60.33
Modify,Shopify,0294363,930,30.88
Modify,Shopify,0294702,149,11.80
Modify,Shopify,0294975,57,38.31
Modify,Shopify,0296301,15,54.27
Modify,Shopify,0297929,24,101.81
Modify,Shopify,0297952,643,31.47
Modify,Shopify,0297960,501,31.47
Modify,Shopify,0298091,24,23.86
Modify,Shopify,0298497,88,
Modify,Shopify,0299362,1153,11.02
Modify,Shopify,0300236,31,32.46
Modify,Shopify,0300459,23,34.00
Modify,Shopify,0301812,131,16.46
Modify,Shopify,0301846,413,6.54
Modify,Shopify,0302265,154,8.34
Modify,Shopify,0302323,103,8.37
Modify,Shopify,0302448,147,7.78
Modify,Shopify,0303834,461,5.19
Modify,Shopify,0519314,30,34.66
Modify,Shopify,0520288,35,37.24
Modify,Shopify,0522029,60,55.88
Modify,Shopify,0522219,24,34.66
Modify,Shopify,0522789,338,22.96
Modify,Shopify,0522953,25,7.90
Modify,Shopify,0523068,469,26.54
Modify,Shopify,0523860,217,9.24
Modify,Shopify,0524454,30,22.05
Modify,Shopify,0524462,43,79.86
Modify,Shopify,0524538,161,10.33
Modify,Shopify,0524652,613,17.28
Modify,Shopify,0524702,71,14.06
Modify,Shopify,0524934,95,18.52
Modify,Shopify,0525014,37,51.34
Modify,Shopify,0525618,232,5.42
Modify,Shopify,0525691,37,5.83
Modify,Shopify,0525931,93,6.65
Modify,Shopify,0525998,64,7.88
Modify,Shopify,0526152,92,48.05
Modify,Shopify,0527358,6,24.71
Modify,Shopify,0527523,20,44.42
Modify,Shopify,0528174,0,9.18
Modify,Shopify,0528190,81,39.23
Modify,Shopify,0528232,27,12.71
Modify,Shopify,0529248,66,28.90
Modify,Shopify,0529628,27,9.44
Modify,Shopify,0529982,73,41.71
Modify,Shopify,0530303,102,29.86
Modify,Shopify,0530840,145,32.46
Modify,Shopify,0530881,159,32.46
Modify,Shopify,0531855,33,17.41
Modify,Shopify,0535187,98,11.08
Modify,Shopify,0536219,594,5.25
Modify,Shopify,0536722,30,12.41
Modify,Shopify,0536748,25,13.08
Modify,Shopify,0536763,20,12.41
Modify,Shopify,0537704,30,114.96
Modify,Shopify,0541243,16,15.86
Modify,Shopify,0541672,23,32.41
Modify,Shopify,0541755,664,14.15
Modify,Shopify,0541839,315,59.74
Modify,Shopify,0542332,167,6.54
Modify,Shopify,0542480,20,36.37
Modify,Shopify,0544189,91,16.19
Modify,Shopify,0544221,168,9.63
Modify,Shopify,0544676,57,22.51
Modify,Shopify,0546580,246,65.91
Modify,Shopify,0546770,174,94.59
Modify,Shopify,0547489,1,11.70
Modify,Shopify,0548156,363,9.22
Modify,Shopify,0548255,324,13.07
Modify,Shopify,0548743,885,3.77
Modify,Shopify,0548800,202,4.03
Modify,Shopify,0551184,89,27.95
Modify,Shopify,0551341,176,18.60
Modify,Shopify,0551689,53,8.54
Modify,Shopify,0551879,11,40.24
Modify,Shopify,0551887,107,57.86
Modify,Shopify,0552075,12,46.02
Modify,Shopify,0552117,283,30.94
Modify,Shopify,0346619,650,26.14
Modify,Shopify,0346627,57,4.79
Modify,Shopify,0346908,302,33.71
Modify,Shopify,0347120,64,10.17
Modify,Shopify,0347161,301,10.17
Modify,Shopify,0347799,339,11.08
Modify,Shopify,0347955,65,40.12
Modify,Shopify,0348284,56,26.98
Modify,Shopify,0348987,122,46.26
Modify,Shopify,0349183,37,11.64
Modify,Shopify,0349217,25,52.44
Modify,Shopify,0350496,433,13.51
Modify,Shopify,0352039,128,21.79
Modify,Shopify,0353326,70,27.05
Modify,Shopify,0353383,152,20.50
Modify,Shopify,0353524,25,35.39
Modify,Shopify,0354514,43,33.31
Modify,Shopify,0354548,346,8.03
Modify,Shopify,0355990,12,16.44
Modify,Shopify,0359083,374,15.27
Modify,Shopify,0359364,298,19.80
Modify,Shopify,0360768,514,5.34
Modify,Shopify,0361766,482,14.26
Modify,Shopify,0363705,277,27.82
Modify,Shopify,0365056,13,8.42
Modify,Shopify,0366203,74,8.73
Modify,Shopify,0368142,25,43.52
Modify,Shopify,0368415,207,55.22
Modify,Shopify,0368993,25,57.56
Modify,Shopify,0372102,194,8.87
Modify,Shopify,0372987,220,24.97
Modify,Shopify,0373704,73,20.48
Modify,Shopify,0374330,43,7.34
Modify,Shopify,0374355,29,59.65
Modify,Shopify,0376251,368,35.70
Modify,Shopify,0377077,212,89.84
Modify,Shopify,0377408,19,13.99
Modify,Shopify,0377416,1,45.29
Modify,Shopify,0377481,242,7.66
Modify,Shopify,0379362,220,7.21
Modify,Shopify,0379768,137,48.00
Modify,Shopify,0381178,16,22.24
Modify,Shopify,0381251,295,8.63
Modify,Shopify,0381459,43,83.48
Modify,Shopify,0381764,243,48.00
Modify,Shopify,0382119,7,40.27
Modify,Shopify,0382978,51,16.50
Modify,Shopify,0384230,51,17.01
Modify,Shopify,0385070,94,13.60
Modify,Shopify,0386805,36,7.67
Modify,Shopify,0387803,55,12.95
Modify,Shopify,0389346,0,11.90
Modify,Shopify,0389742,224,16.53
Modify,Shopify,0390062,25,27.04
Modify,Shopify,0390096,128,8.53
Modify,Shopify,0390153,177,14.97
